BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuaranteed,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
"Play Au Lait, LLC",9025 SW 82ND AVE,MIAMI,FL,33158,90,CHGOFF,200000,100000,5.97,64,2011,12/8/10,12/8/10,0,3/11/16,1,2017,159429,40571,10/31/17,-599,-20,713990,All Other Amusement and Recreation Industries,42,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
High-Tech Automation Solutions,13230 SW 132 Ave Ste 36,MIAMI,FL,33186,91,CHGOFF,100000,50000,5.75,53,2015,2/5/15,2/5/15,0,6/14/19,1,2017,99156,844,10/27/17,595,20,423690,Other Electronic Parts and Equipment Merchant Wholesalers,2,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
"Hancock Law Group, P.A.",2014 E Robinson Street,Orlando,FL,32803,92,CHGOFF,50000,25000,5.75,48,2014,9/4/14,9/4/14,0,8/14/18,1,2017,46301,3699,10/18/17,300,10,541110,Offices of Lawyers,0,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
SILVER SPRINGS SOUVENIRS OF OC,2916 NE JACKSONVILLE RD,SILVER SPRINGS,FL,34489,94,CHGOFF,20000,18000,7.75,34,2010,5/21/10,5/21/10,0,3/6/13,1,2017,8160,11840,10/18/17,-1687,-56,453220,"Gift, Novelty, and Souvenir Stores",5,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
"CLOUD 3C, LLC",389 SKYVIEW PLACE,CHULUOTA,FL,32766,95,CHGOFF,75000,37500,5.5,51,2015,10/21/14,10/21/14,0,12/29/18,1,2017,48723,26277,10/13/17,442,15,541990,"All Other Professional, Scientific, and Technical Services",7,SBA EXPRES,FA$TRK (Small Loan Express),Seacoast National Bank,815 Colorado Ave,STUART,FL,34994
"Westward Bound, Inc",1013 N Collier Blvd,Marco Island,FL,34145,97,CHGOFF,424500,318375,6,82,2014,7/2/14,7/2/14,0,3/27/21,1,2017,278185,146315,10/11/17,1263,42,722511,Full-Service Restaurants,0,PLP,Guaranty,SunTrust Bank,25 Park Place NE,ATLANTA,GA,30303
COMPASSIONATE HANDS LLC,1940 SHARON ST,BOCA RATON,FL,33486,98,CHGOFF,20000,17000,7.75,45,2011,4/5/11,4/5/11,0,12/15/14,1,2017,9899,10101,10/11/17,-1031,-34,624120,Services for the Elderly and Persons with Disabilities,27,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
Affordable Auto Repair of Colu,2704 SW Main Blvd. #101,LAKE CITY,FL,32025,102,CHGOFF,150000,127500,6,98,2015,6/2/15,6/2/15,0,6/20/23,1,2017,133158,16842,9/19/17,2100,70,811111,General Automotive Repair,6,SLA,Lender Advantage Initiative,Independence Bank,1370 S County Trl,EAST GREENWICH,RI,2818
ZORI AND ZORI LLC,3542 VICTORIA LAKES DR N,JACKSONVILLE,FL,32226,103,CHGOFF,25000,12500,8.22,46,2014,6/3/14,6/3/14,0,3/14/18,1,2017,17668,7332,9/18/17,177,6,722511,Full-Service Restaurants,40,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
"Coyne Holdings, LLC",1338 Weybridge Lane,DUNEDIN,FL,34698,106,CHGOFF,150000,127500,6,95,2015,4/24/15,4/24/15,0,2/11/23,1,2017,127970,22030,9/12/17,1978,66,811219,Other Electronic and Precision Equipment Repair and Maintenance,3,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Action Restoration of the Panh,122 Bishop Tolbert Rd Ste 2,SANTA ROSA BEACH,FL,32459,109,CHGOFF,534300,400725,7.7,50,2014,12/6/13,12/6/13,0,1/14/18,1,2017,470480,63820,8/15/17,152,5,561790,Other Services to Buildings and Dwellings,20,PLP,Guaranty,Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
Ambil Corporation,7209 NW 171st Avenue,Medley,FL,33166,110,CHGOFF,95000,47500,7.25,36,2013,6/10/13,6/10/13,0,5/25/16,1,2017,86870,8130,8/14/17,-446,-15,326199,All Other Plastics Product Manufacturing,15,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
"ANY WEATHER SERVICES, INC.",8613 N Southgate Shores Circl,FORT LAUDERDALE,FL,33321,112,CHGOFF,75000,37500,4.75,56,2015,2/16/15,2/16/15,0,9/23/19,1,2017,75000,0,8/9/17,775,26,492110,Couriers,26,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
Buckeye Advertising and Market,1400 Polk Street,HOLLYWOOD,FL,33020,114,CHGOFF,50000,42500,7,87,2014,7/19/14,7/19/14,0,9/10/21,1,2017,40298,9702,8/9/17,1493,50,541810,Advertising Agencies,6,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Express Reliance Transportatio,2710 Park Royal Drive,WINDERMERE,FL,34786,117,CHGOFF,50000,25000,7.75,60,2015,6/9/15,6/9/15,0,5/13/20,1,2017,50000,0,8/2/17,1015,34,484110,"General Freight Trucking, Local",12,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
"A to Z Credit Solutions, LLC",13542 N Florida Ave Ste 109,TAMPA,FL,33613,118,CHGOFF,40000,20000,4.4,65,2016,11/17/15,11/17/15,0,3/20/21,1,2017,39979,21,8/2/17,1326,44,541990,"All Other Professional, Scientific, and Technical Services",4,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
TECHONE LOGIC LLC,38225 14TH AVE,ZEPHYRHILLS,FL,33542,120,CHGOFF,1550000,1162500,5.75,102,2015,3/17/15,3/17/15,0,8/2/23,1,2017,658498,891502,7/31/17,2193,73,541990,"All Other Professional, Scientific, and Technical Services",8,PLP,Guaranty,Stearns Bank National Association,4191 2nd St South,SAINT CLOUD,MN,56301
"CFM RESTAURANTS, INC.",2542 N MCMULLEN BOOTH RD,CLEARWATER,FL,33761,121,CHGOFF,350000,262500,6,103,2015,2/18/15,2/18/15,0,8/5/23,1,2017,268063,81937,7/28/17,2199,73,722511,Full-Service Restaurants,32,PLP,Guaranty,Stearns Bank National Association,4191 2nd St South,SAINT CLOUD,MN,56301
PRINE PROPERTIES INC,9985 S FERDON BLVD,CRESTVIEW,FL,32536,124,CHGOFF,10000,8500,8,42,2013,10/19/12,10/19/12,0,4/1/16,1,2017,5603,4397,7/25/17,-480,-16,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),4,PATRIOT EX,Patriot Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
PRINE PROPERTIES INC,1016B JOHN SIMS PKWY,NICEVILLE,FL,32578,125,CHGOFF,7500,6375,7.75,48,2011,4/7/11,4/7/11,0,3/17/15,1,2017,3899,3601,7/25/17,-861,-29,448150,Clothing Accessories Stores,2,PATRIOT EX,Patriot Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
Lake Panasoffkee Sunoco,1971 North C-470,LAKE PANASOFFKEE,FL,33538,129,CHGOFF,656700,591030,6,223,2010,10/20/09,10/20/09,0,2/13/28,1,2017,26761,629939,6/27/17,3883,129,447110,Gasoline Stations with Convenience Stores,2,PLP,Guaranty,EH National Bank,"8484 Wilshire Blvd, Ste 100",BEVERLY HILLS,CA,90212
Safe Money Specialists LLC,140th Ave North Suite J206,CLEARWATER,FL,33762,130,CHGOFF,10000,8500,8,62,2014,5/2/14,5/2/14,0,6/5/19,1,2017,7508,2492,6/22/17,713,24,523930,Investment Advice,0,SLA,Lender Advantage Initiative,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
DESIGNED MARKETING SYSTEMS,111 2ND AVE NE STE 900,SAINT PETERSBURG,FL,33701,131,CHGOFF,5000,4250,8,38,2012,4/12/12,4/12/12,0,5/27/15,1,2017,2166,2834,6/19/17,-754,-25,541613,Marketing Consulting Services,2,PATRIOT EX,Patriot Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
Travelodge,4910 Mobile Highway,PENSACOLA,FL,32506,132,CHGOFF,2000000,1500000,6,211,2010,10/7/09,10/7/09,0,2/5/27,1,2017,1551057,448943,6/16/17,3521,117,721110,Hotels (except Casino Hotels) and Motels,27,PLP,Guaranty,EH National Bank,"8484 Wilshire Blvd, Ste 100",BEVERLY HILLS,CA,90212
L&F McCarty LLC,1650  San Pablo Road South Un,JACKSONVILLE,FL,32224,133,CHGOFF,150000,127500,6.25,111,2016,7/22/16,7/22/16,0,9/3/25,1,2017,144572,5428,6/16/17,3001,100,811212,Computer and Office Machine Repair and Maintenance,4,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
3 RIVERS CONSTRUCTION SERVICES,6694 NW 31ST CIRCLE,JENNINGS,FL,32053,135,CHGOFF,7500,6750,7.5,89,2011,10/13/10,10/13/10,0,2/3/18,1,2017,6216,1284,6/2/17,246,8,238990,All Other Specialty Trade Contractors,12,PATRIOT EX,Patriot Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
REYES & ACOSTA CORPORATION,13262 HEMING WAY,ORLANDO,FL,32825,136,CHGOFF,7500,6750,7.75,30,2010,10/6/09,10/6/09,0,3/24/12,1,2017,2737,4763,6/2/17,-1896,-63,812112,Beauty Salons,4,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
KAJAY LLC,3865 Old Dunn Rd,APOPKA,FL,32712,137,CHGOFF,125000,106250,6.25,106,2016,1/12/16,1/12/16,0,9/26/24,1,2017,116506,8494,6/2/17,2673,89,541810,Advertising Agencies,2,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Race-Mart Inc,4313 Hollow Hill Dr,TAMPA,FL,33624,138,CHGOFF,50000,25000,6.75,23,2012,4/16/12,4/16/12,0,3/7/14,1,2017,29861,20139,6/2/17,-1183,-39,441310,Automotive Parts and Accessories Stores,2,SBA EXPRES,FA$TRK (Small Loan Express),"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202
"Countryside Power Sweeping, In",1161 E. Overdrive Circle,Hernando,FL,34442,140,CHGOFF,524000,393000,6,72,2012,2/1/12,2/1/12,0,12/31/17,1,2017,352536,171464,5/25/17,220,7,561790,Other Services to Buildings and Dwellings,85,OTH 7A,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Rotex Food Services, Inc.",1717 SW 1st Way Bay #2,Deerfield Beach,FL,33441,142,CHGOFF,25000,21250,8,16,2010,9/2/10,9/2/10,0,12/26/11,1,2017,8633,16367,5/22/17,-1974,-66,424490,Other Grocery and Related Products Merchant Wholesalers,1,COMM EXPRS,Community Express,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470
"Watkins, Pagano & Associates,",853 North State Rd 434,Altamonte Springs,FL,32714,145,CHGOFF,50000,25000,4.6,57,2015,12/18/14,12/18/14,0,8/24/19,1,2017,45916,4084,5/22/17,824,27,541211,Offices of Certified Public Accountants,0,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
"American Seniors Association,",1950 W Martin Luther King Blv,Tampa,FL,33607,146,CHGOFF,50000,25000,8.24,17,2010,2/16/10,2/16/10,0,7/11/11,1,2017,9203,40797,5/22/17,-2142,-71,621610,Home Health Care Services,22,SBA EXPRES,FA$TRK (Small Loan Express),Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
THREE STONES MANAGEMENTS LLC,9726 TOUCHTON ROAD STE 105,JACKSONVILLE,FL,32246,150,CHGOFF,30000,15000,9.75,74,2016,5/11/16,5/11/16,0,6/9/22,1,2017,20444,9556,5/18/17,1848,62,722511,Full-Service Restaurants,11,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
Levinson Sales Inc,8788 Boynton Beach Blvd #111,BOYNTON BEACH,FL,33472,152,CHGOFF,25000,21250,8,86,2014,3/11/14,3/11/14,0,4/3/21,1,2017,20437,4563,5/18/17,1416,47,446130,Optical Goods Stores,1,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Boxes On Wheels, Inc.",1717 East Busch Blvd. #603,Tampa,FL,33612,153,CHGOFF,25000,21250,8,13,2011,3/7/11,3/7/11,0,3/31/12,1,2017,9165,15835,5/17/17,-1873,-62,423840,Industrial Supplies Merchant Wholesalers,2,COMM EXPRS,Community Express,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470
STENGEL PROPERTY MAINTENANCE I,19 SW 10TH TERR,CAPE CORAL,FL,33991,154,CHGOFF,10000,9000,7.75,49,2010,10/8/09,10/8/09,0,10/17/13,1,2017,5436,4564,5/17/17,-1308,-44,561730,Landscaping Services,2,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
Zcifi Styles,1422 SW 158th Ave,Pembroke Pines,FL,33027,156,CHGOFF,75000,63750,6,76,2013,5/3/13,5/3/13,0,7/31/19,1,2017,54583,20417,5/17/17,805,27,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,6,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
PERFECT SCORE LLC,14445 MIRABELLE VISTA CIR,TAMPA,FL,33626,157,CHGOFF,150000,127500,6,100,2015,4/28/15,4/28/15,0,7/15/23,1,2017,133960,16040,5/16/17,2251,75,611691,Exam Preparation and Tutoring,2,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Tropical Cleaners of the Key's,100101 Overseas Hwy,Key Largo,FL,33037,158,CHGOFF,25000,21250,8,3,2010,12/8/09,12/8/09,0,3/8/10,1,2017,1669,23331,5/15/17,-2625,-88,812320,Drycleaning and Laundry Services (except Coin-Operated),3,COMM EXPRS,Community Express,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470
SPIVEY MOWER INC.,3645 N 50TH ST,TAMPA,FL,33619,161,CHGOFF,344400,172200,7.72,175,2011,9/8/11,9/8/11,0,1/22/26,1,2017,175581,168819,5/12/17,3177,106,811411,Home and Garden Equipment Repair and Maintenance,7,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"J.V. Tec U.S.A., Inc.",757 SE 17th Street; # 1153,FORT LAUDERDALE,FL,33316,162,CHGOFF,200000,100000,7.75,54,2014,7/9/14,7/9/14,0,12/15/18,1,2017,194444,5556,5/12/17,582,19,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equip",2,SBA EXPRES,FA$TRK (Small Loan Express),"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202
Tec-Link LLC,16350 BRUCE B DOWNS BLVD UNIT,Tampa,FL,33646,163,CHGOFF,250000,125000,4.75,24,2012,10/12/11,10/12/11,0,10/1/13,1,2017,214018,35982,5/10/17,-1317,-44,541512,Computer Systems Design Services,14,SBA EXPRES,FA$TRK (Small Loan Express),"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
"Union Dental Holdings, Inc.",1700 University Drive Suite 1,Coral Springs,FL,33071,167,CHGOFF,525000,393750,6,84,2012,9/6/12,9/6/12,0,8/1/19,1,2017,394714,130286,5/4/17,819,27,621210,Offices of Dentists,28,OTH 7A,Guaranty,Great Nations Bank,2200 E Alameda St,NORMAN,OK,73071
NUDAWN CONCEPTS LLC,187 CREPE MYRTLE DR,GROVELAND,FL,34736,171,CHGOFF,12500,11250,7.5,51,2011,12/14/10,12/14/10,0,2/21/15,1,2017,6828,5672,4/24/17,-793,-26,722330,Mobile Food Services,1,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
"Lashbrook Consulting, Inc.",8600 NW 72nd St.,Parkland,FL,33067,176,CHGOFF,100000,50000,7.25,52,2012,12/7/11,12/7/11,0,3/15/16,1,2017,100000,0,4/4/17,-385,-13,541512,Computer Systems Design Services,6,SBA EXPRES,FA$TRK (Small Loan Express),Branch Banking and Trust Company,200 W Second St,WINSTON SALEM,NC,27101
Corporate Network Solutions LL,2727 Monticello Way,Kissimmee,FL,34741,182,CHGOFF,150000,127500,6,111,2016,11/9/15,11/9/15,0,12/21/24,1,2017,144503,5497,3/24/17,2829,94,541512,Computer Systems Design Services,5,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Grom Gear, Inc",100 North Cooper  Street  #00,NEW SMYRNA BEACH,FL,32169,184,CHGOFF,50000,42500,7,86,2013,9/11/13,9/11/13,0,10/4/20,1,2017,41599,8401,3/17/17,1297,43,448130,Children's and Infants' Clothing Stores,2,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Ayothaya Cuisine, Inc.",7555 W Sand Lake Rd,ORLANDO,FL,32819,185,CHGOFF,50500,25250,7.15,31,2012,8/24/12,8/24/12,0,3/12/15,1,2017,26572,23928,3/16/17,-735,-25,722511,Full-Service Restaurants,6,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"A.S.M., Inc.",1149 South Federal Hwy,POMPANO BEACH,FL,33062,188,CHGOFF,125000,106250,6,97,2014,8/6/14,8/6/14,0,7/25/22,1,2017,109769,15231,3/14/17,1959,65,561431,Private Mail Centers,3,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
INDULGENCES INC.,2014 S ORANGE AVE,ORLANDO,FL,32806,192,CHGOFF,180500,135375,6,112,2015,2/13/15,2/13/15,0,4/26/24,1,2017,173115,7385,3/8/17,2606,87,812199,Other Personal Care Services,10,PLP,Guaranty,Stearns Bank National Association,4191 2nd St South,SAINT CLOUD,MN,56301
"VALENZUELA ENTERPRISE, LLC",433 Alafaya Woods Blvd. Apt.,OVIEDO,FL,32765,193,CHGOFF,150000,127500,6,111,2015,7/14/15,7/14/15,0,8/25/24,1,2017,144703,5297,3/7/17,2728,91,811219,Other Electronic and Precision Equipment Repair and Maintenance,2,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Brave Turtle, Inc.",5416 West Idaho Street,Tampa,FL,33681,197,CHGOFF,860000,645000,6,200,2011,6/6/11,6/6/11,0,11/9/27,1,2017,577704,282296,2/23/17,3911,130,561730,Landscaping Services,18,PLP,Guaranty,Berkshire Bank,99 North St,PITTSFIELD,MA,1201
"Mills Brenner and Dunbar, Inc.",1121 S MILITARY TRAIL STE 284,DEERFIELD BEACH,FL,33442,202,CHGOFF,27500,13750,7.75,59,2014,6/4/14,6/4/14,0,4/9/19,1,2017,16743,10757,2/7/17,791,26,541199,All Other Legal Services,0,SBA EXPRES,FA$TRK (Small Loan Express),"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808
"Law Office of Cynthia Tolbert,",1515 E Silver Springs Blvd Su,OCALA,FL,34470,205,CHGOFF,150000,127500,6,99,2014,9/11/14,9/11/14,0,10/29/22,1,2017,133826,16174,1/31/17,2097,70,541110,Offices of Lawyers,3,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Transportation Oyava Services,1561 Hammock Ln,HOLLYWOOD,FL,33026,210,CHGOFF,25000,12500,7.75,19,2011,6/6/11,6/6/11,0,12/27/12,1,2016,11446,13554,12/28/16,-1462,-49,484110,"General Freight Trucking, Local",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
STEPHEN P GRAHASTEPHEN P GRAHA,2801 E CERVANTES ST,PENSACOLA,FL,32503,212,CHGOFF,10000,5000,9.69,55,2014,1/14/14,1/14/14,0,7/22/18,1,2016,7818,2182,12/16/16,583,19,451110,Sporting Goods Stores,1,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
"Honor White Stone, LLC",220 BRY LYNN DR,MELBOURNE,FL,32904,218,CHGOFF,25000,12500,6.5,19,2011,5/9/11,5/9/11,0,11/29/12,1,2016,11539,13461,11/1/16,-1433,-48,512230,Music Publishers,2,SBA EXPRES,FA$TRK (Small Loan Express),America First FCU,1344 West 4675 South,RIVERDALE,UT,84405
JACKIE SWEET,"500 FIFTH AVE, SUITE 501",NAPLES,FL,34102,222,CHGOFF,15000,13500,7.75,44,2010,11/3/09,11/3/09,0,6/15/13,1,2016,7531,7469,10/28/16,-1231,-41,531210,Offices of Real Estate Agents and Brokers,2,PATRIOT EX,Patriot Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
PARADISE FOUND ENTERPRISES LLC,1040 W MAIN ST,LAKELAND,FL,33815,223,CHGOFF,420600,315450,6,103,2015,4/3/15,4/3/15,0,9/18/23,1,2016,312129,108471,10/21/16,2523,84,561730,Landscaping Services,9,PLP,Guaranty,Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
J and A Transportation LLC,5934 Kramer Drive,JACKSONVILLE,FL,32216,225,CHGOFF,28700,14350,3.99,34,2014,7/10/14,7/10/14,0,4/25/17,1,2016,2942,25758,10/14/16,193,6,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
J and A Transportation LLC,5934 Kramer Drive,JACKSONVILLE,FL,32216,228,CHGOFF,24800,12400,3.99,34,2014,7/10/14,7/10/14,0,4/25/17,1,2016,10649,14151,10/4/16,203,7,484121,"General Freight Trucking, Long Distance, Truckload",0,SBA EXPRES,FA$TRK (Small Loan Express),The Huntington National Bank,17 S High St,COLUMBUS,OH,43215
"Kell Enterprises, LLC","1544 CR 220, Suite 103",Fleming Island,FL,32003,233,CHGOFF,188000,141000,6,48,2012,7/23/12,7/23/12,0,7/2/16,1,2016,155214,32786,9/9/16,-69,-2,722213,Snack and Nonalcoholic Beverage Bars,7,PLP,Guaranty,Synovus Bank,1148 Broadway,COLUMBUS,GA,31901
"Merle F. Henry, C.P.A., P.A.",6213 PRESIDENTIAL CT STE 110,FORT MYERS,FL,33919,235,CHGOFF,20000,10000,7,37,2012,9/6/12,9/6/12,0,9/21/15,1,2016,15312,4688,8/19/16,-333,-11,541211,Offices of Certified Public Accountants,1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Accessory Maven, LLC",4321 Timothy Dr,MERRITT ISLAND,FL,32953,238,CHGOFF,70000,59500,6,38,2013,10/2/12,10/2/12,0,11/16/15,1,2016,46799,23201,8/12/16,-270,-9,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",1,PATRIOT EX,Patriot Express,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
FDH Processing LLC,7800 Peters Rd Ste C 200,FORT LAUDERDALE,FL,33324,239,CHGOFF,65000,32500,7.25,32,2012,4/3/12,4/3/12,0,11/19/14,1,2016,48753,16247,8/12/16,-632,-21,541199,All Other Legal Services,65,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"D & T Embroidery, LLC",2120 West Brandon Blvd.,BRANDON,FL,33511,240,CHGOFF,150000,127500,6,102,2014,7/23/14,7/23/14,0,12/8/22,1,2016,133830,16170,8/9/16,2312,77,323113,Commercial Screen Printing,3,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
JAMGUY II USA INC.,16310 WEST DIXIE HWY,NORTH MIAMI BEACH,FL,33160,242,CHGOFF,50000,25000,9.3,63,2014,9/12/14,9/12/14,0,11/15/19,1,2016,42845,7155,7/24/16,1209,40,445310,"Beer, Wine, and Liquor Stores",2,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Golf Oasis Inc,8989 Okeechobee Blvd Suite 11,WEST PALM BEACH,FL,33411,244,CHGOFF,75000,63750,6,110,2015,11/14/14,11/14/14,0,11/27/23,1,2016,71256,3744,7/12/16,2694,90,713990,All Other Amusement and Recreation Industries,2,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Barry R. Kaplowitz, M.D., P.A.",3218 NE 211th Ter,MIAMI,FL,33180,245,CHGOFF,40000,20000,8.75,55,2013,8/1/13,8/1/13,0,2/6/18,1,2016,38891,1109,7/4/16,582,19,621112,"Offices of Physicians, Mental Health Specialists",0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
BURDEN ENTERPRISES INC,1396 BEACH BLVD,JACKSONVILLE BEACH,FL,32250,246,CHGOFF,15000,12750,7.75,84,2011,2/15/11,2/15/11,0,1/9/18,1,2016,12119,2881,7/4/16,554,18,311811,Retail Bakeries,3,PATRIOT EX,Patriot Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
PARROTICE CAFE,10730 US HWY 90 W,DEFUNIAK SPRINGS,FL,32433,247,CHGOFF,5000,4250,7.5,53,2010,6/7/10,6/7/10,0,10/14/14,1,2016,2824,2176,6/29/16,-624,-21,722211,Limited-Service Restaurants,5,COMM EXPRS,Community Express,"Crossroads Small Business Solutions, LLC",9385 Haven Avenue,Rancho Cucamonga,CA,91730
Get Busy Living,29 Royal Palm Pointe Suite 2,VERO BEACH,FL,32962,248,CHGOFF,50000,42500,7,92,2013,2/8/13,2/8/13,0,8/30/20,1,2016,45172,4828,6/23/16,1529,51,442110,Furniture Stores,6,SLA,Lender Advantage Initiative,Umpqua Bank,"445 SE Main St, First Fl",ROSEBURG,OR,97470
